document_id,clean_text,sentiment
543,"6 for purely martial arts entertainment there are dozens of china produced/financed martial arts/fantasy films where laws of physics agnostic fight scenes are as implausible as the speeded up movements  however  most are either based on some ancient fable or setting  or in a police/crime drama where chinese cities appear more modern than anything in north america probably also financed by china based interests  this is a disneyfied take on the bread and butter of chinese martial arts films  the plot to draw in us audiences is to have the two young protagonists played by 1st generation n  americans  including the off the wall akwafina with her mouthy repartees and gravely vocal delivery apart from that  it is not particularly distinctive  with the major ""star"" casting of michelle yeoh who is well known to us audiences for decades  first as a bond ""girl""  then in crouching tiger hidden dragon  star trek discovery series  and in filthy rich asians  as a malaysian  she is illiterate in any chinese language  and learns her lines phonetically!the lead  an unknown canadian  is competent and awkwafina does her part to make the film ""relatable"" to the social media generation  good cgi and opulent sets don't compensate for an otherwise ""run of the mill"" martial arts production                   5/10 social significance for us audiences as for social comment  it is high time that entertainment media fully represent the demographic reality of the us  where 6 percent of americans are of asian origin  but both actors and storylines are almost invisible  only as secondary characters to a white or jewish protagonist if they are asian american  or only able to seek pigeonholing roles of an immigrant  shopkeeper  criminal gangster  or taciturn eastern guru   all of whom speak english with a demented cookie voice this movie does nothing to address the basic lack of visible integration of asian americans into the fabric of portrayals of tv or film  i can think only of 911  and of the former reboot of charlie's angels where the asian origin of characters was neither highlighted nor subjugated apart from that  the multiplication of mono ethnocentric productions (on ""black"" cable networks) still does not address the lack of portrayal of non whites in an integrated fashion   but a form of apartheid in mass media ",Positive
544,great start  especially the fight choreography between shang chi's parents  that was sheer awesome and so was the fight in bus where we got good humour as a bonus but then story gets dragged out and turns weird instead of taking us to shang chi's universe which is about martial arts    we are to dr  strange's dark door  a soul consuming monster from another realm    it was like they borrowed elements just for the hell of it expected so much   ,Positive
545,fantastic cgi & good fight scenes but that where it ends acting is weak and sometimes annoying  story not catchy and some characters don't have anything to add suffering like many other movies: weak story ,Negative
546,couple of things  1  the actors are made of plastic  i know it wasn't a cgi cartoon but the actors were so one dimensional it may as well have been  have never seen live actors display the uncanny valley  2  feels alot more like a disney film and less like a marvel super hero movie  3  it was super formulaic  awkwafina was as usually not funny and every little chuckle was super forced  overall had some good fight choreography but you can get that in any other kung fu movie  kind of makes you wonder why so much money was spent on a very very very template movie  kind of lame ,Positive
547,i did not expect this one to be that good  honestly one of the best mcu solo films  definitely blows black widow out of the water  aquafina is pretty likeable in everything she does  good for her  only letdown was simu liu  no presence  no charisma no acting chops  just imagine the same movie  a tiny bit more serious with andrew koji as shang chi and jackie chan as the mandarin  i would pay to see that!,Positive
548,one of the best marvel movies i've ever seen  was not expecting for it to be this good but it exceeded expectations far and beyond  definitely recommend this!,Positive
549,"that was a freakin' blast! the story is complex and interesting it fills some gaps in the mcu and simultaneously is a great origin story for the character of shang chi the whole cast is amazing  i mean there is so much chemistry between them  simu liu and tony leung are phenomenal in their respective roles  the mandarin tho   so well created character the movie is amazing bridge between east and west culture  there is so much to explore  much like wakanda  the history of shang's culture is so rich the fight choreography is absolute kick in the gutts   in a good way  i mean this is something completely new for the mcu and they deliver it again! everything looks so goddamn good and i can't help myself thinking about some scenes! also  the colors  the effects  the camera work and etc  everything is magnificent there is humor for sure  but there is also emotional impact  this is not some bland action packed movie  it's made with heart from fans for the fans  kudos to the director destin cretton!killer soundtrack and the main song for the movie ""run it"" fits so good with all there are a few surprises  that were hidden from the promos and trailers and man   just wait to see them about the credit scenes   they are two  both are good  but one of them is   sick!for sure deserves more than one viewing in the cinema  so much story building  details  action  fun  the people who underestimated this movie will be so surprised how great is it ",Positive
550,great action sequences and visual effects throughout  likeable characters  especially tony leung as wenwu  definitely one of the best mcu villains  absolutely great action and choreography  best hand to hand combat scenes in the mcu after the winter soldier  however the movie just went downhill after the first half of the movie  definitely could have been much better  should have been better ,Positive
551,"everything about this movie is great i loved it so much the cgi towards the end was lacking but that's not a surprise that they would do that to this asian led film they did it with black panther as well
the fight scenes are fantastic i loved every one of them  all around damn good movie ",Positive
552,"another same shi    clishee super hero movie
plzzzzzz stop making this shi    holywood is dead
repeat
holywood is dead
their ideas finishedim done with hollywood movies i pref watch other countries movies
they better
like korean ",Positive
553,it was refreshing to see this new mcu movie  i thought it didn't feel like a typical mcu movie and i loved it for that the character of shang chi was a relatable well developed character and his relationship with awkwafina was pleasently good and didn't feel forced in any way she is mostly used as a comedic source in this movie but she had a nice balance where i didn't feel like she was too annoying like marvel tends to make certain characters fighting choreography was unbelievable and i enjoyed it a lot  it certainly brought something fresh to the mcu  the villain was very memorable and had a nice little arch throught the movie there are however certain flaws in this movie that didn't quite land with me ben kingsley   even though an incredible actor was unecessery in this movie  he was used just as a comedic energy that never worked in my eyes  it was incredibly annoying and didn't bring any charm to this movie so some moments were ruined by the classical marvel comedy the movie overall felt like it was grounded and simplistic and i loved it for that   we don't need avengers style in every single marvel movie and that is exactly what this movie does in the third act the thrid act in my opinion just forgets the whole buildup   the fighting choreography   the art of chinese martial arts and gets into full speed marvel mode you get this big sci fi battle with flying monsters   lightshow   flying people and everything that was kind of lowkey in the first two acts was turned into red bull energy drink in the third act  why is every single hero fighting to save the whole world !? i think we need at least 200 more avengers because the marvel earth is apperently unsafest planet in existence one big question for me is   if ten rings is such a threat to our world and they have been doing bad things for years how come no one noticed that ? did avengers never hear about them ? wong ?there are plenty of questions unanswered but i still enjoyed this movie  it felt like it gave respect to some older martial art movies and for some time it definitely had that special charm if they had only kept it more simplistic and consistent throughout the whole movie   this one could have been much better platinummanyt 7 4/10 ,Positive
554,"shang chi and the legend of the ten rings is being called ""the asian black panther "" and i think this is an inaccurate description for two reasons  first  asian cultures have been explored in depth by hollywood since the 1970s at the latest  and in ways that sub saharan african cultures have not  but second  and more to the point  shang chi is really just a mashup of two hollywood subgenres that have been around for quite some time: the ""ethnic discovery"" film and the ""stupid american tourist"" film the ""ethnic discovery"" film is the more recent type and by far the more interesting  ultimately inspired by alex haley's famous tv miniseries ""roots "" it documents the saga of a protagonist who learns   or relearns   about his or her heritage and embarks on a quest to fully embrace that heritage  a good example i can think of is thunderheart  in which an fbi agent (val kilmer) comes to appreciate his father's native american ancestry while on a case on a lakota reservation; a more famous but fantasy based example is star wars  in which luke skywalker learns that he has jedi blood  on the surface  shang chi definitely follows this pattern unfortunately  the movie's ""ethnic discovery"" theme is undercut by the clichés of an even older hollywood storyline: what one film historian has dubbed the ""racial adventure film "" but which i simply call the ""stupid american tourist film "" common since the 1930s  this film plot follows western (and almost always white) characters as they visit an ""exotic"" foreign land   often for purely exploitative purposes   and proceed to reveal their ignorance about the ""native"" culture  it has always been demeaning to both the ""colonizing"" and indigenous peoples  since the former are forced to make buffoons of themselves and the latter must bear the humiliation of not being taken seriously shang chi is an ""ethnic rediscovery"" film in that two chinese americans from san francisco learn (and  in one case  relearn) about the culture of their ancestors; but it is also a racial adventure film in that they are essentially westerners who travel to china and find themselves in the midst of a culture clash  while not white   and  in the case of the titular character  an immigrant   shang chi and his girlfriend otherwise fit the role of the ""stupid american tourist"" with their unmistakably american accents  annoying use of slang  pointless pop culture references  and wisecracking sarcasm  the twist here is that  like kilmer in thunderheart  they revert to their ""noble savage"" origins once they have traveled to an ""ethnic"" place and ""gone native ""not incidentally  there's one more way in which shang chi and the legend of the ten rings differs dramatically from black panther  while both are based on ""non western"" comic book sagas created by white men  black panther turns stereotypes about black africans completely inside out  giving us fantastic science fiction instead of hackneyed ""jungle"" adventure  but shang chi is just the usual ""kung pow"" hash about the orient  presented ironically but also in a way that isn't terribly original in fact  if there's another marvel movie this one closely resembles  it's not black panther but deadpool  both combine wacky humor and serious (and even ""dark"") subject matter in a way that's very jarring and ultimately exasperating  but at least deadpool felt fresh ",Positive
555,i found this very slow moving and boring special effects are silly looking drags on  ends  tells you this is the start of a whole new marvel strand  oh dear ,Negative
556,just flat and somewhat boring  felt more like a dc tv show then a marvel film entertaining but just falls down as a marvel film so many hero's in the marvel universe why pick this one?!,Positive
557,"for me to not give a marvel movie a 10/10 is not heard of (by me)  which is what happened with black widow  which i have an 8/10 (low for a marvel movie  for me)  well  i'm glad to say that with ""shang chi   the legend of the ten rings"" marvel are back in top form  not only is the movie excellent   opening up a great story with wonderful  engaging characters  and great new locations   but something i don't always think when i think ""marvel movies"" is that there are many scenes in which i just thought to myself that they made a beautiful movie  too  it's really too bad that this movie didn't get the chance other marvel movies got with a non pandemic times movie theater release  it would've surely broken the 1 billion dollar mark  very recommended ",Positive
558,shang chi and the legend of the ten rings is the first marvel film of phase 4 worth seeing espically when compared to the extremely generic black widow movie that came out earlier this year  the pros of the film are definitely it's action sequences and beautiful cinematography  the cons of this movie for me were the humor and the films predictability  but the pros of this film definitely outweigh it's cons ,Positive
559,i didn't watch this movie when it comes first as because i didn't think that it's worth to watch but yesterday i took a time and watched it  and man i've to say it's amazing movies guys  excellent cinematography  direction  and acting of the cast  i love the simu liu and fala chen  they're amazing  highly recommended even if you're not marvel fan   ,Positive
560,shang chi is probably in the top 3 most action packed mcu movies  the choreography was mind blowing like their were so many wtf moments in the choreography that blew me away  the visuals are probably some of the best in the mcu by far becaus ethey were just so extrodinary as well as the amazing cinematography  the story was good but i feel like it could of had been better but overall i really liked this movie and i definitley reccomend people to give it ago ,Positive
561,"with ""endgame""  the mcu had its well deserved success in 2019  but how should it continue after that? it was clear that kevin feige did not want to quit  of course  but unfortunately i have to say that no film or show after the ""avengers"" spectacle has really convinced me so far  that's why i was hoping for ""shang chi"" (2021)  which should score points above all with spectacular action scenes (inspired by asian cinema)  but after watching the movie  i'm unfortunately anything but enthusiastic  ""shang chi"" has great action here and there  but what about the rest?shaun and his best friend katy are searching for a meaning in their life when suddenly shaun's father  a powerful mafia boss with magical rings in his possession  visits his son  the reason is that shaun was trained to be a killer  but wanted a different life  sadly his father cannot accept that    i'll have to spoil small details  but in my opinion ""shang chi"" is not a film that can really be spoiled because it is made like almost every other typical superhero film first  let's get to the action  which has received so much critical acclaim  yes  the choreographies are really impressive and beautiful to look at in the first two thirds  this is something that a lot of mcu movies don't do well  which is why i really appreciate the action here too  but when the finale is approaching  the action quickly subsides  because here it unfortunately needed a big cgi battle festival with big creatures and apocalyptic events  this is exactly what was already dealt with critically in ""civil war""  but marvel keeps falling into this old superhero cliché  for the ""avengers"" films  that decision is perfectly fine (especially for ""infinity war"" and ""endgame"")  but what about the stand alone films? here you have to keep asking yourself: where are the other avengers? where is spider man  doctor strange or captain marvel?""shang chi"" would have worked so much better if the finale had been a personal battle between shaun and his dad  instead  you need gigantic demons and cgi battles  even the green screen work is not always good in my opinion and quickly looks artificial and fake  no matter what you think about the ""matrix"" sequels  but the fight scenes there are so much more impressive to me because you often only used cgi when you needed it  or let's watch asian martial arts films with bruce lee or jackie chan  there was hardly ever any computer trickery because most of these films were shot between the 60s and 80s  at the moment you can rather watch the ""john wick"" films if you want to see spectacular and hand made action  because ""shang chi"" unfortunately has little to offer apart from the action    the story is the absolute run of the mill cliché stuff  which is now rather parodied in many of these films  the classic outsider who has problems with his father and still has to learn a lot about himself  but is already so good that he could do it on his own easily  his girlfriend katy is the necessary sidekick and knocks out the obvious jokes so that the viewer does not get too lost in the drama  everything is so forced and unnatural that i was bored to death  and marvel films in particular are supposed to be fun and entertaining  ""shang chi"" wants to repeat the ""black panther"" success and shows a superhero who is not white  but in this case of asian origin  and that's great and important  but in the end we mustn't forget that a film cannot be judged solely on the basis of its intentions  even ""black panther"" was only average for many fans in the end  but it could offer a bit more interesting story elements for me the mcu is currently suffering from a trivial ""mass taste"" identity  everything that came after ""endgame"" can be described in one word: safe  ""shang chi"" is also designed in such a way that as many people as possible can enjoy the film  it wants to be dark and ""cool""  but at the same time also child friendly and funny another problem are the way too perfect protagonists of these new mcu works  they can often solve all of their problems within one film  at the end of the movie  for example  shang chi has practically nothing that he can improve on  tony stark or peter parker had to fight and work on themselves in every film and often did not reach their goal by the end of the film  but that makes characters more exciting in many ways  in my opinion  the characters in ""shang chi"" are too superficial with their problems  it may all be heartbreaking and violent on paper  but the execution doesn't seem anything but real  it's a typical movie that feels like a typical movie and sounds like a typical movie the actors may not be the reason for all of this  but i didn't find any of the acting performances really convincing or interesting  yes  lead actor simu liu is physically capable of doing these great stunts himself and i really appreciate that  but there has to be more when it comes to acting as well  and that applies to everyone in the cast  except maybe tony leung chiu wai  who plays shaun's father  he does his job very well  after all he´s in the business for quite a while now  there's also a surprise guest from a previous marvel movie (i won't name him or her separately)  but i've rarely seen such a pointless character in a movie  this character is only there so that marvel and kevin feige can say  ""here's our fan service  baby!""director destin daniel cretton  who has already made a name for himself in the film business  certainly had the best intentions  as did his talented cameraman bill pope (who has already worked for the ""matrix"" sequels or sam raimi's ""spider man"" films)  but in the end marvel and disney seem to have too much say and want their product to be suitable for the masses  and if you're not a scorsese or a nolan  then it's not so easy to get your vision through one last word to the composer joel p west  who wrote a (sometimes) beautiful score with asian influences  in the action  however  the whole thing quickly seems very unimaginative    conclusion: ""shang chi"" has finally shown me that marvel is slowly becoming trivial  it was almost clear that after ""endgame"" practically nothing could really astonish us anymore  but there was still hope with me  but precisely this hope is crumbling right now  great action alone is not enough for a film to convince me and ""shng chi"" is the best proof ",Positive
562,one of those films you feel they spent lots of money on except for the writing  if crouching tiger hidden dragon is a ming vase  this is a red plastic cup  has all the superficial concept of being 'chinese' without any subtelty  basically a story for kids with nothing original  shame cos the actors were good and it was almost but not quite a fun film  i could have written a better story when i was 10 years old  anyway  kids will love it  adults probably just be happy that their kids are quiet for the duration  i guess it fits into the superhero mold of films that are all coming out now  but i'm finding these increasingly 2 dimensional and shallow  is it worth watching  no  unless you are 10 yrs old ,Positive
563,"for starters  the cinematography and the cgi are pretty nice  however that's where the positive ends the fighting choreography is ok  not bad but not great at all  for example even mortal combat did it way better with way less  also it follows the usual marvel formula of a lot of cgi in the fighting scenes  but this time they blew of the roof with it making those scenes feel completely detached from the world they're in concerning the characters  shang chi isn't really there for most parts of the movie  taking a few steps back in his very own movie  a lot of things that other characters did in their time in the spotlight should have been done by him  there was no reason for him to not do those things  causing him to be a neglected in his own movie  basically a background character  as for the female leads  one is just plain annoying and really serves no purpose(you'll know instantly when she appears)  the other is an over the top strong woman actually getting most of the screentime  which don't get me wrong the actress acts nicely  but the way she is presented in the story and the way her character has come to be and is established is just unnatural and feels like she's just someone who has activated irl cheats  it just feels like they took a real shortcut with her character whilst there was so much they could've done to make her really likeable and immersable for you as a viewer  however the way they handled her just makes her feel like a 2d cardboard character that used cheats to max her stats as for the story and dialogue  the story is just abyssmal  really lacking in content and feels like something a hungover student would drum up last minute after a late night party  the dialogue feels wooden most of the time  just really unnatural and don't even get me started on the ""humor"" which is overly forced and just really bad it feels like a movie that knows what it wants to do  but not how it wants to do that and just goes at it in a dozen ways leaving to much clutter and sidesteps for it to feel like a coherent story  if only they had chosen 1 or 2 things and stuck with them it could have been a decent flick ",Positive
564,wow  that was an incredible experience watching this film!it's a masterpiece of imagination and martial arts plus incredibly deep emotional element! in addition to that the humour there makes you laugh out loud!i experienced a wide range of emotions! it's honestly right on the top of all films with imagination  utterly fantastic!!!,Positive
565,some people hate katy  but i think she's the only one that brings you to laugh  and without her  that movie would be boring  sorry  not sorry it's so the beginning is lame until the first action scene  and with a bit lameness between  it's a good movie the end there come the good against the evil of course  but  with a hint of star wars(?),Negative
566,forget it boys  china is more interested in its own movie industry than yours  all you're doing is making yourselves look foolish  like john cena's grovelling apology anyhoo  this movies okay for a superhero movie  perfectly suitable for the braindead who don't like real movies  backstory  some talking  big action scene  wash  rinse  repeat ,Positive
567,i'm a bit late to this review as i waited for the disney channel release rather than go to the cinema i'm very happy with my choice! if i'd spent money going to see this i would have been even more disappointed than i already am by far the weakest mcu film to date in almost every way  the story was at best okay  the jokes missed the mark more often than not  the fight scenes were messy and childish looking and the effects weee probably the worst i've seen in the universe  cartoony and like a bad video game the main cast were too old for the characters they were portraying  watching it felt like people in their 30s playing people in their 20 who acted like 15 year oldsi really hope these characters get left behind during phase 4 to be honest  mcu made a massive casting mistake and because of it i can't see how it can be reframed for them to come into the wider spectrum unless through the multiverse new actors can come in as bad to the mcu as iron fist was to netflix ,Positive
568,"good:
fight scenes choreography
storyline
character development
father villain
(some) good dialogue
cameosbad:
best friend character: 100% pointless / irritating
forced humor   karaoke  villain vehicle  faceless creature  trevor  dialogue
timing   become a expert archer in 24hours masked villain ",Positive
569,the trailer for this movie made me think it was going to be ok  but when i finally sat down to watch it    omgggggg this movie was so good  the storyline from beginning to end was very fluid and it included everything so that you won't be lost during the movie  the fight scenes get a 10 out of 10 from me and if this movie becomes a video game  i will be first in line to buy it  the graphics were phenomenal  and i liked how they stayed true to the asian culture throughout the movie  i will watch this movie again!,Positive
570,"this probably the first marvel film with asian leading actor (shiang chi) that i know of   well apart from wong & ted the casting managed to captive our attention and pretty much with action package however the only makes me not really happy is that the cgi for the battle against the ""thing"" is way look like a computer games characters cgi  such a lousy editing apart from that   shiang chi is worth your attention  cant wait for shiang chi join the avengers ",Positive
571,"a fantastic marvel movie definitely know one of my top favorite marvel movie
amazing action and story with amazing actors was blown away by this  how movie ended up ",Positive
572,the best thing about this movie is that the filmmakers really understood what makes kung fu action movies so good  the way their shot and edited  with longer takes  few cuts and wider angles  so that we can completely take in and appreciate the action is it takes place i didn't give this a 10  just because some of the cgi is very obvious and fake  otherwise  it's a good story  that's well told  with excellent cinematography and fight choreography  what else can you ask for from a kung fu movie?,Positive
573,the story is quite bland  and through all of it there is a feeling i've already watched the movie a long time ago  the main character and his companions make no decisions of their whatsoever  but just do what they are told to by the support actors it's fine to watch as a no brain fighting movie  but that's it  just as much one could watch a jackie chan movie  albeit without modern cgi ,Positive
574,marvel recruits indie director destin daniel cretton of short term 12 fame to bring the character of shang chi to the marvel cinematic universe sadly  an abundance of familiar tropes  messy visual effects and a lead character who is overshadowed both by performance and development from the villain leads to a painfully average film shang chi follows all the needed and formal tropes to make a surprisingly dull origin tale  simu liu is fine in the role of shang chi who must challenge his father from unleashing a terrible foe tony leung makes his english language debut as wenwu  a far more compelling and intriguing character then his son  with leung giving a refreshingly subtle performance awkwafina is fine as shang chi's friend katy but her generic arc lets her down  meng'er zhang plays shang chi's sister  xialing who is also far more interesting then her titular brother but lacks the screentime to really be fleshed out the ensemble do solid work with notable standouts being michelle yeoh  fala chen with a very funny ben kingsley and a much welcomed benedict wong the film soars during the rather intimate scenes between wenwu and his wife leiko but these scenes are soon traded for large scale battles with ugly green screen backgrounds aside from some intriguing post credits scenes  the film leaves you wanting more  it's a shame that marvel didn't allow cretton to make use of his indie sensibilities and resigned him to a basic origin tale that is painfully average ,Positive
575,"absolutely loved it  must watch  non stop action and all you can imagine in a good movie    
i am not saying any more  just watch the film and you will not be disappointed i think i will go to the cinema at least one more time to watch it again  that how great it was i am simply buzzing!!!",Positive
576,i was very impressed with the narrative of this film  not predictable at all  amazing fight choreography  sometimes the action sequences were blurry  which was my only complaint  great cast  color grade was pretty good too ,Positive
577,the same old stuff we've seen so many times before in marvel movies  generic plot lines  characters acting like no actual person would ever do this one has a criminally underused asian girl side kick  and nice special effects  that's about it  nothing makes it memorable  its basically another second tier  forgettable marvel movie ,Positive
578,the movie is more like an action movie than a superhero one the action are visual treat for audience but the storyline is not however  considering the character introduction  it is still a good movie to watch but certainly not the best mcu character introduction some animation scenes are really beautiful and the eastern mythology is always an inspiration ,Positive
579,there is no story here  just mindless martial arts gelled with computer graphics  and the movie has some scenes that reminded me of avatar  anyhow  avatar was great  this is not  it is one of the worst marvel movies  i can go back to rewatching thor ragnorok or endgame and still enjoy them  but not this one ,Positive
580,"overall  the movie was worth a watch  a lot of pretty scenery and great fight scenes  it is just getting ridiculous how the directors and production companies are not caring about the movie quality anymore  as long as they get their messages out  you can tell the director and writer have never picked up a marvel comic  they way they try to make you see that this movie is tied into the marvel universe is ludicrous  i see the writers all sitting around someone who got themselves in the group because daddy works at a higher level  no experience whatsoever ""let's see  i have an idea  ok hear me out  wong  wong is asian so lets make sure he makes an appearance  that makes great sense to me  now what reason would wong have to fight in a place you wouldn't find anyone as honorable as he is  to be hanging out  ok  let's don't explain that people will just get it because he is asian  right? ok now who would he fight in the ""look here i am to connect this movie to us"" scene? oh  i got it  abomination  ya that makes total sense to me  i mean  wong was just minding his business one day  and abomination stopped by because he was in the area and wanted to know if he wanted to go fishing  wong said sure  let me open up a portal to the lake and we will go  oh  my  my portal got messed up  how did we get to an illegal fight club in china? ok  i guess while we are here  we will sign up to fight each other  since i just forgot how to open my portals  (oh no!) fight  fight  fight  ok abomination i am going to make you punch yourself  hands through the portal  my favorite trick  works all of the time  ouch  wong  that hurt  oh but guess what abomination  when you took that hit  it woke me up to remember how to open my portals again  let's go home  shall we  ok wong  let's go that is it  it would rival the greats  i am a genius no you are an idiot  actually  you may just have bad taste  the hiring people at marvel are idiots and the people that give final approval  are no better well  we had a good first round of marvel movies for 20 years  the millennium generation is taking over  so it is all downhill from here  dang ",Positive
581,this film is    good     but a little disappointing let's start with the positives  this movie looks incredible  the chinese elements and asian american influences give this film a wonderfully unique style  the fight choreography is some of the cleanest ever seen in the universe  it all looks incredible and clear  with clear lessons learned from the works of bruce lee  simu liu does an amazing job and i adore shang chi and a character  i cannot wait to see more of him in the future unfortunately  the writing really lets this movie down in a lot of ways  none of the characters in the film feel like they learn or grow throughout the story  including shang chi  shang starts out as a trained fighter who loves his dad but condemns his actions and he finishes the film in the exact same spot  i similar thing can be said for his father who also feels very stagnant  shang's sister is unbelievably one dimensional filling in as the badass woman type with no further depth beyond her painful american accent  the comic relief characters very much overstay their welcome and become grating as things go on  this is very apparent for the return of trevor who should have remained nothing more than a 10 second cameo the story itself is very messy and cliche  at the beginning of the film  we are presented with an amulet that is treated as being very important but disappears at the end of the first act  shang's journey isn't really motivated with himself  but through an urge to stop whatever his father is doing  it all feels very hallow i appreciate what this movie will do for asian representation  but am underwhelmed by it simply as a film on its own  not unlike that of black panther ,Positive
582,"awkwafina should not be the most interesting part of your $150 million kung fu movie she wasn't great (sometimes she was a bit annoying  to be honest)  but everyone else was forgettable  shang chi himself was the generic ""slacker with potential"" character with no personality  and he was a live wire compared to the rest of the cast  aside from awkwafina  the others seemed to have picked one emotion (either stoic  angry  stern  or ""wise"") and stuck with it wait a minute  i forgot about ben kingsley  his appearance was a nice surprise (i think)  but he was a wacky disney animated movie sidekick with an awful looking cgi pet monster (who was also a wacky disney animated movie sidekick) shang chi strikes me as an american friendly martial arts movie  not that i'm an expert on kung fu movies  but i've watched enough movies (including several marvel movies) to know a factory made action flick when i see it  the movie is very watered down there was  for instance  no effort involved in developing a plot or telling a story whatsoever  it's almost the exact same plot as the cw's kung fu series  family vs  family i wanted to enjoy the fight scenes (i can tell that a lot of effort was put into them)  but everything looked fake  obvious special effects mixed with artificial movie sets  the final battle was two giant cartoons wrestling each other as a matter of fact  almost every scene in the movie was covered in computer graphics i didn't hate the movie  i can see other people liking it  but i was bored most of the time ",Positive
583,i really enjoyed this one  the story line was quite straight forward  but the movie was less pretentious and had a lot of grace at some point (nods to crouching tiger hidden dragon)  the colour scheme and action scenes were absolutely amazing  great cast  with a funny awkwafina (but please  don't start playing the same type character roles now)  i would say  this is one of my most favourite marvel movies ,Positive
584,"mannnn    this movie is good let me    just say   first of all   omg the fights! the action! oh   my   god  marvel did it again after having a slight setback with the just okay black widow movie  this movie has the best fight scenes i've seen since the raid films  the fights are so well choreographed but also fast paced and filmed to perfection  the bus fight is incredible!!!!! the fight in the beginning between the mandarin and the mother   wow wow wow   
okay back to reality  this movie does have flaws  first of all the pacing in like the 3/4rd of the film is a tat slow  the score honestly is weak  might be my theater but there were moments where the score had to make me feel something and (credits to the movie itself that it let me ) i had to do that all by myself the plot sometimes leans to a pretty basic plot  but because of the great screenplay it works cinematography was amazing  the acting was good  and the special effects were very good  one thing that i have to admit  game of thrones kind of spoiled us with the design of    a particular mythical creature so    that won't look as great as it could've been but still very good but man the fights were incredible   the camera work was so good  fluent movements but fast and i could see everything  after snake eyes i thought i would never see a good martial arts movie again considering how average that was thank you  shang chi  you made my night 9 out of 10  welcome back marvel ",Positive
585,loved the all asian cast  but i understand many people aren't going to like that because of their own insecurities  but aside from that the cgi  storyline  and characters all brought an interesting rendition for each of their own and the post credit scene was also a really cool connector into how shang chi may fit in with his new avenger buddies ,Positive
586,some innovative but non perilous fights sets up a hopefully more complete marvel story thread great to see trevor again a rehash of kung fu panda 3 minus the dumplings ,Positive
587,i thought this movie was long  2 hrs 12 min  felt more like 2 5 3 hrs  i was ok at first but as it went on i got bored and couldn't believe it felt so long  there were other people laughing and enjoying his side kick comedy  it was all too 13 yr  oldish for me  not a bad movie but not a 8 1 tho  5 6  average ,Positive
588,"in the future we need more fantasy open world series in marvel its kinda trending for along time   fans and peoples waiting for something like this   its hype above all movies   
so the myth has been adapted in movies  mystical beings fought face to face   it's been a long time to watch movie like   we did watch chinese fantasy series with low budget dragons & mystical beings   but not like this   we could see proper visual effect arts of the fight   i wish marvel studios could do more beast fighting in fantasy realm with hereos and villains  or limbo like devil may cry kind of    yeah it does looks like dante running above dragon back fighthing his devil father   end up his father saved him and let him inherit the fortunes power of the families   anyway im still waiting devil may cry movie live action   i dont know when the hollywood going to adapt the movie someday   i hope the dream come true for all of us   if you want more profit just do movie like this   peoples like it very much   fantasy all   humans dreams to be like that   but it will happen only in afterlife    i mean for real   you should check your religion books about afterlife  ",Positive
589,"not sure how to review this movie  all i could think about was the other chinese movie ""the great wall""  effects were really good  but the movie was to slow for me ",Positive
590,a movie with clear and crisp visuals that blends chinese kung fu with cgi to perfection  but this seems to come at a cost of a weak and underdeveloped plot with misplaced priorities that prevents the audience from investing into the characters ,Negative
591,all these 10's are suspicious  imdb should really do something about fake or reviews that came from the production crew and their friends and families it's an ok movie  it's the same marvel formula  forced humor but pretty visuals  story is a bit better than recent marvel stuff of late but still the same daddy issues (what's up with that?),Positive
592,visually stimulating from beginning to end  funny  smart  and befitting the marvel canon!! excellent film that's fun for the whole family! a true must see!!!,Positive
593,what a breath of fresh air this film is  it's doesn't feel like your traditional marvel film till the end scene  mid and end credit scene visually beautiful the creatures and scenery  the action was fast paced and blows you away can't fault this film  you walk out the cinema and could easily walk back in and watch it again ,Positive
594,shang chi is one of those movies that starts off strong and never stops entertaining you  from the beginning  i felt connected to the characters and the story made sense shang chi had just the right amount of funny comments or jokes that you can still take it seriously  and at the right time  everyone was serious  i must admit  i had my doubts about awkwafina when i saw her as the role of katy  i was afraid she would crack jokes the entire move  but that's not the case  when the time was right  there was a joke  when the time came to be serious  she displayed her strong acting skills and carried her role perfectly simu liu was nothing short of perfection for me from start to finish  but to be honest  that's what i expected both tony leung chiu wai and fala chen were incredible as well as the rest of the cast  everyone played their part and played it well i feel like the movie was a great story and we took a great ride alongside the ten rings  their origin and progression of power  the father was a villain  but he had his reasons and was made to feel human i have no bad comments regarding this movie other than i don't want to wait a whole year to see part ii ,Positive
595,not that i expect coherent storylines from disney  but good grief  this film was a mess  it's all over the place!here's a little tip for the people who wrote this: pick a tone and stick with it!good cgi and very good action set pieces  hence three stars instead of one  other than that   this is the normal generic marvel phase 2 dross oh  and awkwafina is unwatchable! she's more like an irritant than an actress p  s  i'm incredibly suspicious of the o t t  positive reviews this film is getting on here  bots?,Positive
596,i'll start by saying i'm generally pretty sick of the glut of superhero movies that have dominated blockbusters for so many years now  marvel in particular have gotten to the point where i feel many of their movies are just the same old things rehashed over and over so i wasn't expecting much from this superhero film based on a character i'd never heard of  what a pleasant surprise it was  a movie with interesting characters that had plenty of depth  a superb cast good enough that even michelle yeoh's usual outstanding performance didn't upstage everyone else  beautiful visuals like you'd expect from some of the better recent chinese films rather than a marvel film  and the action and visual effects didn't disappoint well worth seeing on the big screen to truly appreciate ,Positive
